L 50 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LI 51 50 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LII 52 50 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LIII 53 50 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
LIV 54 50 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LV 55 50 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LVI 56 50 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LVII 57 50 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
LVIII 58 50 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
LIX 59 50 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LX 60 50 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LXI 61 50 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LXII 62 50 10 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
LXIII 63 50 10 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
LXIV 64 50 10 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0
LXV 65 50 10 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LXVI 66 50 10 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0
LXVII 67 50 10 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0
LXVIII 68 50 10 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0
LXIX 69 50 10 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0
LXX 70 50 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LXXI 71 50 10 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0
LXXII 72 50 10 10 1 1 0 0 0 0 0 0 0 0 0 0 0 0
LXXIII 73 50 10 10 1 1 1 0 0 0 0 0 0 0 0 0 0 0
LXXIV 74 50 10 10 1 5 0 0 0 0 0 0 0 0 0 0 0 0
LXXV 75 50 10 10 5 0 0 0 0 0 0 0 0 0 0 0 0 0
LXXVI 76 50 10 10 5 1 0 0 0 0 0 0 0 0 0 0 0 0
LXXVII 77 50 10 10 5 1 1 0 0 0 0 0 0 0 0 0 0 0
LXXVIII 78 50 10 10 5 1 1 1 0 0 0 0 0 0 0 0 0 0
LXXIX 79 50 10 10 1 10 0 0 0 0 0 0 0 0 0 0 0 0
LXXX 80 50 10 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0
LXXXI 81 50 10 10 10 1 0 0 0 0 0 0 0 0 0 0 0 0
LXXXII 82 50 10 10 10 1 1 0 0 0 0 0 0 0 0 0 0 0
LXXXIII 83 50 10 10 10 1 1 1 0 0 0 0 0 0 0 0 0 0
LXXXIV 84 50 10 10 10 1 5 0 0 0 0 0 0 0 0 0 0 0
LXXXV 85 50 10 10 10 5 0 0 0 0 0 0 0 0 0 0 0 0
LXXXVI 86 50 10 10 10 5 1 0 0 0 0 0 0 0 0 0 0 0
LXXXVII 87 50 10 10 10 5 1 1 0 0 0 0 0 0 0 0 0 0
LXXXVIII 88 50 10 10 10 5 1 1 1 0 0 0 0 0 0 0 0 0
LXXXIX 89 50 10 10 10 1 10 0 0 0 0 0 0 0 0 0 0 0
XC 90 10 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
XCI 91 10 100 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
XCII 92 10 100 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
XCIII 93 10 100 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
XCIV 94 10 100 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0
XCV 95 10 100 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
XCVI 96 10 100 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0
XCVII 97 10 100 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0
XCVIII 98 10 100 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0
XCIX 99 10 100 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0
C 100 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CI 101 100 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CII 102 100 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CIII 103 100 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CIV 104 100 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CV 105 100 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CVI 106 100 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CVII 107 100 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CVIII 108 100 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CIX 109 100 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CX 110 100 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CXI 111 100 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CXII 112 100 10 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CXIII 113 100 10 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CXIV 114 100 10 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0
CXV 115 100 10 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CXVI 116 100 10 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CXVII 117 100 10 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CXVIII 118 100 10 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0
CXIX 119 100 10 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0
CXX 120 100 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CXXI 121 100 10 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CXXII 122 100 10 10 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CXXIII 123 100 10 10 1 1 1 0 0 0 0 0 0 0 0 0 0 0
CXXIV 124 100 10 10 1 5 0 0 0 0 0 0 0 0 0 0 0 0
CXXV 125 100 10 10 5 0 0 0 0 0 0 0 0 0 0 0 0 0
CXXVI 126 100 10 10 5 1 0 0 0 0 0 0 0 0 0 0 0 0
CXXVII 127 100 10 10 5 1 1 0 0 0 0 0 0 0 0 0 0 0
CXXVIII 128 100 10 10 5 1 1 1 0 0 0 0 0 0 0 0 0 0
CXXIX 129 100 10 10 1 10 0 0 0 0 0 0 0 0 0 0 0 0
CXXX 130 100 10 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0
CXXXI 131 100 10 10 10 1 0 0 0 0 0 0 0 0 0 0 0 0
CXXXII 132 100 10 10 10 1 1 0 0 0 0 0 0 0 0 0 0 0
CXXXIII 133 100 10 10 10 1 1 1 0 0 0 0 0 0 0 0 0 0
CXXXIV 134 100 10 10 10 1 5 0 0 0 0 0 0 0 0 0 0 0
CXXXV 135 100 10 10 10 5 0 0 0 0 0 0 0 0 0 0 0 0
CXXXVI 136 100 10 10 10 5 1 0 0 0 0 0 0 0 0 0 0 0
CXXXVII 137 100 10 10 10 5 1 1 0 0 0 0 0 0 0 0 0 0
CXXXVIII 138 100 10 10 10 5 1 1 1 0 0 0 0 0 0 0 0 0
CXXXIX 139 100 10 10 10 1 10 0 0 0 0 0 0 0 0 0 0 0
CXL 140 100 10 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CXLI 141 100 10 50 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CXLII 142 100 10 50 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CXLIII 143 100 10 50 1 1 1 0 0 0 0 0 0 0 0 0 0 0
CXLIV 144 100 10 50 1 5 0 0 0 0 0 0 0 0 0 0 0 0
CXLV 145 100 10 50 5 0 0 0 0 0 0 0 0 0 0 0 0 0
CXLVI 146 100 10 50 5 1 0 0 0 0 0 0 0 0 0 0 0 0
CXLVII 147 100 10 50 5 1 1 0 0 0 0 0 0 0 0 0 0 0
CXLVIII 148 100 10 50 5 1 1 1 0 0 0 0 0 0 0 0 0 0
CXLIX 149 100 10 50 1 10 0 0 0 0 0 0 0 0 0 0 0 0
CL 150 100 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CLI 151 100 50 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CLII 152 100 50 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CLIII 153 100 50 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CLIV 154 100 50 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0
CLV 155 100 50 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CLVI 156 100 50 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CLVII 157 100 50 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CLVIII 158 100 50 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0
CLIX 159 100 50 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0
CLX 160 100 50 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CLXI 161 100 50 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CLXII 162 100 50 10 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CLXIII 163 100 50 10 1 1 1 0 0 0 0 0 0 0 0 0 0 0
CLXIV 164 100 50 10 1 5 0 0 0 0 0 0 0 0 0 0 0 0
CLXV 165 100 50 10 5 0 0 0 0 0 0 0 0 0 0 0 0 0
CLXVI 166 100 50 10 5 1 0 0 0 0 0 0 0 0 0 0 0 0
CLXVII 167 100 50 10 5 1 1 0 0 0 0 0 0 0 0 0 0 0
CLXVIII 168 100 50 10 5 1 1 1 0 0 0 0 0 0 0 0 0 0
CLXIX 169 100 50 10 1 10 0 0 0 0 0 0 0 0 0 0 0 0
CLXX 170 100 50 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0
CLXXI 171 100 50 10 10 1 0 0 0 0 0 0 0 0 0 0 0 0
CLXXII 172 100 50 10 10 1 1 0 0 0 0 0 0 0 0 0 0 0
CLXXIII 173 100 50 10 10 1 1 1 0 0 0 0 0 0 0 0 0 0
CLXXIV 174 100 50 10 10 1 5 0 0 0 0 0 0 0 0 0 0 0
CLXXV 175 100 50 10 10 5 0 0 0 0 0 0 0 0 0 0 0 0
CLXXVI 176 100 50 10 10 5 1 0 0 0 0 0 0 0 0 0 0 0
CLXXVII 177 100 50 10 10 5 1 1 0 0 0 0 0 0 0 0 0 0
CLXXVIII 178 100 50 10 10 5 1 1 1 0 0 0 0 0 0 0 0 0
CLXXIX 179 100 50 10 10 1 10 0 0 0 0 0 0 0 0 0 0 0
CLXXX 180 100 50 10 10 10 0 0 0 0 0 0 0 0 0 0 0 0
CLXXXI 181 100 50 10 10 10 1 0 0 0 0 0 0 0 0 0 0 0
CLXXXII 182 100 50 10 10 10 1 1 0 0 0 0 0 0 0 0 0 0
CLXXXIII 183 100 50 10 10 10 1 1 1 0 0 0 0 0 0 0 0 0
CLXXXIV 184 100 50 10 10 10 1 5 0 0 0 0 0 0 0 0 0 0
CLXXXV 185 100 50 10 10 10 5 0 0 0 0 0 0 0 0 0 0 0
CLXXXVI 186 100 50 10 10 10 5 1 0 0 0 0 0 0 0 0 0 0
CLXXXVII 187 100 50 10 10 10 5 1 1 0 0 0 0 0 0 0 0 0
CLXXXVIII 188 100 50 10 10 10 5 1 1 1 0 0 0 0 0 0 0 0
CLXXXIX 189 100 50 10 10 10 1 10 0 0 0 0 0 0 0 0 0 0
CXC 190 100 10 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CXCI 191 100 10 100 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CXCII 192 100 10 100 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CXCIII 193 100 10 100 1 1 1 0 0 0 0 0 0 0 0 0 0 0
CXCIV 194 100 10 100 1 5 0 0 0 0 0 0 0 0 0 0 0 0
CXCV 195 100 10 100 5 0 0 0 0 0 0 0 0 0 0 0 0 0
CXCVI 196 100 10 100 5 1 0 0 0 0 0 0 0 0 0 0 0 0
CXCVII 197 100 10 100 5 1 1 0 0 0 0 0 0 0 0 0 0 0
CXCVIII 198 100 10 100 5 1 1 1 0 0 0 0 0 0 0 0 0 0
CXCIX 199 100 10 100 1 10 0 0 0 0 0 0 0 0 0 0 0 0
CC 200 100 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CCI 201 100 100 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CCII 202 100 100 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CCIII 203 100 100 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CCIV 204 100 100 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0
CCV 205 100 100 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CCVI 206 100 100 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CCVII 207 100 100 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CCVIII 208 100 100 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0
CCIX 209 100 100 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0
CCX 210 100 100 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CCXI 211 100 100 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CCXII 212 100 100 10 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CCXIII 213 100 100 10 1 1 1 0 0 0 0 0 0 0 0 0 0 0
CCXIV 214 100 100 10 1 5 0 0 0 0 0 0 0 0 0 0 0 0
CCXV 215 100 100 10 5 0 0 0 0 0 0 0 0 0 0 0 0 0
CCXVI 216 100 100 10 5 1 0 0 0 0 0 0 0 0 0 0 0 0
CCXVII 217 100 100 10 5 1 1 0 0 0 0 0 0 0 0 0 0 0
CCXVIII 218 100 100 10 5 1 1 1 0 0 0 0 0 0 0 0 0 0
CCXIX 219 100 100 10 1 10 0 0 0 0 0 0 0 0 0 0 0 0
CCXX 220 100 100 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0
CCXXI 221 100 100 10 10 1 0 0 0 0 0 0 0 0 0 0 0 0
CCXXII 222 100 100 10 10 1 1 0 0 0 0 0 0 0 0 0 0 0
CCXXIII 223 100 100 10 10 1 1 1 0 0 0 0 0 0 0 0 0 0
CCXXIV 224 100 100 10 10 1 5 0 0 0 0 0 0 0 0 0 0 0
CCXXV 225 100 100 10 10 5 0 0 0 0 0 0 0 0 0 0 0 0
CCXXVI 226 100 100 10 10 5 1 0 0 0 0 0 0 0 0 0 0 0
CCXXVII 227 100 100 10 10 5 1 1 0 0 0 0 0 0 0 0 0 0
CCXXVIII 228 100 100 10 10 5 1 1 1 0 0 0 0 0 0 0 0 0
CCXXIX 229 100 100 10 10 1 10 0 0 0 0 0 0 0 0 0 0 0
CCXXX 230 100 100 10 10 10 0 0 0 0 0 0 0 0 0 0 0 0
CCXXXI 231 100 100 10 10 10 1 0 0 0 0 0 0 0 0 0 0 0
CCXXXII 232 100 100 10 10 10 1 1 0 0 0 0 0 0 0 0 0 0
CCXXXIII 233 100 100 10 10 10 1 1 1 0 0 0 0 0 0 0 0 0
CCXXXIV 234 100 100 10 10 10 1 5 0 0 0 0 0 0 0 0 0 0
CCXXXV 235 100 100 10 10 10 5 0 0 0 0 0 0 0 0 0 0 0
CCXXXVI 236 100 100 10 10 10 5 1 0 0 0 0 0 0 0 0 0 0
CCXXXVII 237 100 100 10 10 10 5 1 1 0 0 0 0 0 0 0 0 0
CCXXXVIII 238 100 100 10 10 10 5 1 1 1 0 0 0 0 0 0 0 0
CCXXXIX 239 100 100 10 10 10 1 10 0 0 0 0 0 0 0 0 0 0
CCXL 240 100 100 10 50 0 0 0 0 0 0 0 0 0 0 0 0 0
CCXLI 241 100 100 10 50 1 0 0 0 0 0 0 0 0 0 0 0 0
CCXLII 242 100 100 10 50 1 1 0 0 0 0 0 0 0 0 0 0 0
CCXLIII 243 100 100 10 50 1 1 1 0 0 0 0 0 0 0 0 0 0
CCXLIV 244 100 100 10 50 1 5 0 0 0 0 0 0 0 0 0 0 0
CCXLV 245 100 100 10 50 5 0 0 0 0 0 0 0 0 0 0 0 0
CCXLVI 246 100 100 10 50 5 1 0 0 0 0 0 0 0 0 0 0 0
CCXLVII 247 100 100 10 50 5 1 1 0 0 0 0 0 0 0 0 0 0
CCXLVIII 248 100 100 10 50 5 1 1 1 0 0 0 0 0 0 0 0 0
CCXLIX 249 100 100 10 50 1 10 0 0 0 0 0 0 0 0 0 0 0
CCL 250 100 100 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CCLI 251 100 100 50 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CCLII 252 100 100 50 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CCLIII 253 100 100 50 1 1 1 0 0 0 0 0 0 0 0 0 0 0
CCLIV 254 100 100 50 1 5 0 0 0 0 0 0 0 0 0 0 0 0
CCLV 255 100 100 50 5 0 0 0 0 0 0 0 0 0 0 0 0 0
CCLVI 256 100 100 50 5 1 0 0 0 0 0 0 0 0 0 0 0 0
CCLVII 257 100 100 50 5 1 1 0 0 0 0 0 0 0 0 0 0 0
CCLVIII 258 100 100 50 5 1 1 1 0 0 0 0 0 0 0 0 0 0
CCLIX 259 100 100 50 1 10 0 0 0 0 0 0 0 0 0 0 0 0
CCLX 260 100 100 50 10 0 0 0 0 0 0 0 0 0 0 0 0 0
CCLXI 261 100 100 50 10 1 0 0 0 0 0 0 0 0 0 0 0 0
CCLXII 262 100 100 50 10 1 1 0 0 0 0 0 0 0 0 0 0 0
CCLXIII 263 100 100 50 10 1 1 1 0 0 0 0 0 0 0 0 0 0
CCLXIV 264 100 100 50 10 1 5 0 0 0 0 0 0 0 0 0 0 0
CCLXV 265 100 100 50 10 5 0 0 0 0 0 0 0 0 0 0 0 0
CCLXVI 266 100 100 50 10 5 1 0 0 0 0 0 0 0 0 0 0 0
CCLXVII 267 100 100 50 10 5 1 1 0 0 0 0 0 0 0 0 0 0
CCLXVIII 268 100 100 50 10 5 1 1 1 0 0 0 0 0 0 0 0 0
CCLXIX 269 100 100 50 10 1 10 0 0 0 0 0 0 0 0 0 0 0
CCLXX 270 100 100 50 10 10 0 0 0 0 0 0 0 0 0 0 0 0
CCLXXI 271 100 100 50 10 10 1 0 0 0 0 0 0 0 0 0 0 0
CCLXXII 272 100 100 50 10 10 1 1 0 0 0 0 0 0 0 0 0 0
CCLXXIII 273 100 100 50 10 10 1 1 1 0 0 0 0 0 0 0 0 0
CCLXXIV 274 100 100 50 10 10 1 5 0 0 0 0 0 0 0 0 0 0
CCLXXV 275 100 100 50 10 10 5 0 0 0 0 0 0 0 0 0 0 0
CCLXXVI 276 100 100 50 10 10 5 1 0 0 0 0 0 0 0 0 0 0
CCLXXVII 277 100 100 50 10 10 5 1 1 0 0 0 0 0 0 0 0 0
CCLXXVIII 278 100 100 50 10 10 5 1 1 1 0 0 0 0 0 0 0 0
CCLXXIX 279 100 100 50 10 10 1 10 0 0 0 0 0 0 0 0 0 0
CCLXXX 280 100 100 50 10 10 10 0 0 0 0 0 0 0 0 0 0 0
CCLXXXI 281 100 100 50 10 10 10 1 0 0 0 0 0 0 0 0 0 0
CCLXXXII 282 100 100 50 10 10 10 1 1 0 0 0 0 0 0 0 0 0
CCLXXXIII 283 100 100 50 10 10 10 1 1 1 0 0 0 0 0 0 0 0
CCLXXXIV 284 100 100 50 10 10 10 1 5 0 0 0 0 0 0 0 0 0
CCLXXXV 285 100 100 50 10 10 10 5 0 0 0 0 0 0 0 0 0 0
CCLXXXVI 286 100 100 50 10 10 10 5 1 0 0 0 0 0 0 0 0 0
CCLXXXVII 287 100 100 50 10 10 10 5 1 1 0 0 0 0 0 0 0 0
CCLXXXVIII 288 100 100 50 10 10 10 5 1 1 1 0 0 0 0 0 0 0
CCLXXXIX 289 100 100 50 10 10 10 1 10 0 0 0 0 0 0 0 0 0
CCXC 290 100 100 10 100 0 0 0 0 0 0 0 0 0 0 0 0 0
CCXCI 291 100 100 10 100 1 0 0 0 0 0 0 0 0 0 0 0 0
CCXCII 292 100 100 10 100 1 1 0 0 0 0 0 0 0 0 0 0 0
CCXCIII 293 100 100 10 100 1 1 1 0 0 0 0 0 0 0 0 0 0
CCXCIV 294 100 100 10 100 1 5 0 0 0 0 0 0 0 0 0 0 0
CCXCV 295 100 100 10 100 5 0 0 0 0 0 0 0 0 0 0 0 0
CCXCVI 296 100 100 10 100 5 1 0 0 0 0 0 0 0 0 0 0 0
CCXCVII 297 100 100 10 100 5 1 1 0 0 0 0 0 0 0 0 0 0
CCXCVIII 298 100 100 10 100 5 1 1 1 0 0 0 0 0 0 0 0 0
CCXCIX 299 100 100 10 100 1 10 0 0 0 0 0 0 0 0 0 0 0
CCC 300 100 100 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CCCI 301 100 100 100 1 0 0 0 0 0 0 0 0 0 0 0 0 0
CCCII 302 100 100 100 1 1 0 0 0 0 0 0 0 0 0 0 0 0
CCCIII 303 100 100 100 1 1 1 0 0 0 0 0 0 0 0 0 0 0
CCCIV 304 100 100 100 1 5 0 0 0 0 0 0 0 0 0 0 0 0
CCCV 305 100 100 100 5 0 0 0 0 0 0 0 0 0 0 0 0 0
CCCVI 306 100 100 100 5 1 0 0 0 0 0 0 0 0 0 0 0 0
CCCVII 307 100 100 100 5 1 1 0 0 0 0 0 0 0 0 0 0 0
CCCVIII 308 100 100 100 5 1 1 1 0 0 0 0 0 0 0 0 0 0
CCCIX 309 100 100 100 1 10 0 0 0 0 0 0 0 0 0 0 0 0
CCCX 310 100 100 100 10 0 0 0 0 0 0 0 0 0 0 0 0 0
CCCXI 311 100 100 100 10 1 0 0 0 0 0 0 0 0 0 0 0 0
CCCXII 312 100 100 100 10 1 1 0 0 0 0 0 0 0 0 0 0 0
CCCXIII 313 100 100 100 10 1 1 1 0 0 0 0 0 0 0 0 0 0
CCCXIV 314 100 100 100 10 1 5 0 0 0 0 0 0 0 0 0 0 0
CCCXV 315 100 100 100 10 5 0 0 0 0 0 0 0 0 0 0 0 0
CCCXVI 316 100 100 100 10 5 1 0 0 0 0 0 0 0 0 0 0 0
CCCXVII 317 100 100 100 10 5 1 1 0 0 0 0 0 0 0 0 0 0
CCCXVIII 318 100 100 100 10 5 1 1 1 0 0 0 0 0 0 0 0 0
CCCXIX 319 100 100 100 10 1 10 0 0 0 0 0 0 0 0 0 0 0
CCCXX 320 100 100 100 10 10 0 0 0 0 0 0 0 0 0 0 0 0
CCCXXI 321 100 100 100 10 10 1 0 0 0 0 0 0 0 0 0 0 0
CCCXXII 322 100 100 100 10 10 1 1 0 0 0 0 0 0 0 0 0 0
CCCXXIII 323 100 100 100 10 10 1 1 1 0 0 0 0 0 0 0 0 0
CCCXXIV 324 100 100 100 10 10 1 5 0 0 0 0 0 0 0 0 0 0
CCCXXV 325 100 100 100 10 10 5 0 0 0 0 0 0 0 0 0 0 0
CCCXXVI 326 100 100 100 10 10 5 1 0 0 0 0 0 0 0 0 0 0
CCCXXVII 327 100 100 100 10 10 5 1 1 0 0 0 0 0 0 0 0 0
CCCXXVIII 328 100 100 100 10 10 5 1 1 1 0 0 0 0 0 0 0 0
CCCXXIX 329 100 100 100 10 10 1 10 0 0 0 0 0 0 0 0 0 0
CCCXXX 330 100 100 100 10 10 10 0 0 0 0 0 0 0 0 0 0 0
CCCXXXI 331 100 100 100 10 10 10 1 0 0 0 0 0 0 0 0 0 0
CCCXXXII 332 100 100 100 10 10 10 1 1 0 0 0 0 0 0 0 0 0
CCCXXXIII 333 100 100 100 10 10 10 1 1 1 0 0 0 0 0 0 0 0
CCCXXXIV 334 100 100 100 10 10 10 1 5 0 0 0 0 0 0 0 0 0
CCCXXXV 335 100 100 100 10 10 10 5 0 0 0 0 0 0 0 0 0 0
